line_id,plant_id,work_center_id,shift_id,shift_date,shift_number,shift_duration_minutes,product_id,product_family,production_order_id,line_type,automation_level,number_of_stations,line_configuration,plant_location,industry_sector,takt_time_seconds,designed_cycle_time_seconds,actual_cycle_time_avg_seconds,actual_cycle_time_std_seconds,actual_cycle_time_min_seconds,actual_cycle_time_max_seconds,cycle_time_percentile_p50,cycle_time_percentile_p95,cycle_time_cov,bottleneck_station_id,bottleneck_cycle_time_seconds,bottleneck_utilisation_pct,secondary_bottleneck_station_id,cycle_time_loss_seconds,planned_production_quantity,actual_production_quantity,good_units_produced,defective_units_produced,scrap_units,rework_units,throughput_rate_actual_uph,throughput_rate_design_uph,throughput_rate_ratio,rolled_throughput_yield_pct,total_parts_processed,wip_queue_avg_units,wip_queue_max_units,output_variance_pct,units_per_operator_hour,planned_production_time_minutes,available_time_minutes,oee_availability,oee_performance,oee_quality,oee_overall,teep_pct,loading_pct,availability_loss_minutes,performance_loss_units,quality_loss_units,six_big_losses_breakdown,oee_benchmark_class,oee_loss_primary_driver,changeover_time_minutes,changeover_count,downtime_unplanned_minutes,downtime_planned_minutes,downtime_event_count,mtbf_minutes,mttr_minutes,largest_downtime_event_minutes,equipment_failure_flag,downtime_category_mechanical,downtime_category_electrical,downtime_category_tooling,downtime_category_material,downtime_category_operator,downtime_category_quality_hold,planned_maintenance_flag,maintenance_type_last,equipment_age_years,equipment_condition_score,operator_headcount_planned,operator_headcount_actual,operator_utilisation_pct,operator_skill_level_avg,absenteeism_rate_pct,overtime_hours,ergonomic_incident_flag,operator_variance_flag,cross_training_ratio_pct,shift_supervisor_id,defect_rate_ppm,sigma_level,cpk_primary_characteristic,cp_primary_characteristic,primary_defect_type,secondary_defect_type,inspection_method,spc_control_chart_flag,control_chart_out_of_control,quality_alert_issued,customer_complaint_flag,first_pass_yield_pct,right_first_time_pct,energy_consumption_kwh,energy_per_good_unit_kwh,peak_demand_kw,compressed_air_consumption_m3,coolant_consumption_litres,energy_efficiency_score,carbon_footprint_kg_co2,direct_labour_cost_usd,overhead_cost_usd,material_cost_per_unit_usd,scrap_cost_usd,rework_cost_usd,downtime_cost_per_minute_usd,total_downtime_cost_usd,cost_of_poor_quality_usd,value_added_ratio_pct,production_cost_per_unit_usd
MFG-LINE-PLT-006-02,PLT-006,WC-024,SHF-PLT-006-20220207-1,2022-02-07,1,456.3,PRD-2022-SKU-07583,food_beverage,WO-2022-31569,chemical_process,semi_automated,20,job_shop,Nagoya_JP,food_bev,6.4,6.6,7.416,0.89,7.02,20.45,7.31,8.88,0.12,WC-016,8.31,99.9,WC-017,0.0,4141,3032,3027,5,2,3,485.43,545.45,0.89,99.8481,3034,0.3,0,-26.78,28.43,456.3,413.7,0.9066,0.8062,0.9984,0.7297,23.12,31.69,42.6,728.9,5,reduced_speed,good,performance_loss,39.0,2,42.6,0.0,2,228.2,21.3,39.3,yes,39.3,0.0,0.0,0.0,3.3,0.0,no,preventive,15.5,6.4,16,14,76.1,skilled,6.4,1.9,no,no,18.8,SUP-083,1519.0,4.46,0.99,1.1,contamination,labelling,sampling_plan_ansi,yes,no,no,no,99.8481,97.9256,1141.2,0.377,298.9,168.4,,8.1,479.3,4554.07,8874.89,4.49,8.98,3.37,80,3408.0,693.95,36.0,8.9338
MFG-LINE-PLT-005-03,PLT-005,WC-034,SHF-PLT-005-20220707-2,2022-07-07,2,424.9,PRD-2022-SKU-06668,automotive_body,WO-2022-02199,chemical_process,highly_automated,2,serial,Chicago_US,automotive,62.1,56.6,70.979,3.549,61.34,186.03,72.25,76.83,0.05,WC-001,71.76,91.91,WC-002,7.38,450,253,252,1,0,1,50.69,63.6,0.797,99.9833,253,0.1,0,-43.78,5.08,424.9,299.5,0.7049,0.7969,0.996,0.5595,16.51,29.51,125.4,64.5,1,equipment_failure,average,availability_loss,0.0,0,125.4,0.0,5,85.0,25.1,34.2,yes,125.4,0.0,0.0,0.0,0.0,0.0,no,preventive,32.9,3.7,8,7,66.8,skilled,7.8,0.0,no,yes,80.7,SUP-185,167.0,5.09,1.2,1.3,dimensional_out_of_spec,surface_finish,automated_vision,yes,no,no,no,99.9833,99.6783,585.9,2.325,156.7,34.5,11.7,8.1,246.1,2628.17,5509.94,20.96,0.0,5.24,200,25080.0,5021.24,29.7,53.3373
MFG-LINE-PLT-009-01,PLT-009,WC-041,SHF-PLT-009-20211005-3,2021-10-05,3,429.3,PRD-2021-SKU-03511,automotive_body,WO-2021-61326,batch_process,semi_automated,10,serial,São_Paulo_BR,automotive,63.4,62.8,89.456,10.735,76.75,233.14,86.53,107.17,0.12,WC-004,100.19,99.9,WC-005,32.14,409,182,181,1,0,1,40.19,57.32,0.7012,99.9003,182,0.2,0,-55.5,2.81,429.3,289.2,0.6736,0.6587,0.9945,0.4413,13.16,29.81,140.1,94.3,1,reduced_speed,poor,performance_loss,17.5,1,140.1,0.0,5,85.9,28.0,71.3,yes,38.3,15.4,0.0,15.1,0.0,71.3,no,corrective,28.2,5.0,11,9,73.9,semi_skilled,9.2,0.0,no,no,60.0,SUP-106,997.0,4.59,1.03,1.1,dimensional_out_of_spec,surface_finish,sampling_plan_ansi,no,no,no,no,99.9003,98.2078,368.3,2.035,72.3,39.8,7.4,8.4,154.7,2991.37,4496.16,31.2,0.0,7.8,200,28020.0,5611.8,39.5,72.7399
MFG-LINE-PLT-004-02,PLT-004,WC-007,SHF-PLT-004-20231011-1,2023-10-11,1,423.4,PRD-2023-SKU-08630,industrial_machinery,WO-2023-10317,hybrid,manual,2,flexible,Nagoya_JP,industrial,244.9,225.0,280.356,59.856,264.51,541.17,276.22,379.12,0.213,WC-002,259.06,84.0,WC-001,264.36,111,89,87,2,1,1,12.83,16.0,0.8019,98.5053,90,0.2,0,-19.82,0.82,403.5,396.3,0.9822,0.8422,0.9775,0.8086,22.66,28.02,7.2,16.7,2,idling_minor_stops,good,performance_loss,0.0,0,7.2,19.9,1,423.4,7.2,7.2,no,0.0,0.0,0.0,7.2,0.0,0.0,yes,corrective,6.1,8.1,17,15,83.7,semi_skilled,7.2,0.0,no,no,38.9,SUP-145,14947.0,3.67,0.72,0.76,dimensional_out_of_spec,assembly_error,100pct_manual,no,no,no,no,98.5053,97.0173,290.5,3.339,72.4,16.7,,7.8,122.0,4787.81,6193.92,11.49,11.49,2.87,100,720.0,158.36,61.8,137.9809
MFG-LINE-PLT-005-01,PLT-005,WC-018,SHF-PLT-005-20221113-3,2022-11-13,3,473.1,PRD-2022-SKU-07037,automotive_body,WO-2022-49422,fabrication,semi_automated,4,transfer_line,Shenzhen_CN,automotive,33.7,34.4,41.167,4.94,36.75,99.99,45.32,49.32,0.12,WC-001,42.04,92.83,WC-004,0.0,824,620,619,1,0,1,87.34,104.65,0.8346,99.973,620,0.2,0,-24.76,15.7,473.1,425.9,0.9002,0.8346,0.9984,0.7501,24.64,32.85,47.2,122.9,1,idling_minor_stops,good,performance_loss,0.0,0,47.2,0.0,5,94.6,9.4,18.8,no,0.0,0.0,18.8,9.2,19.2,0.0,no,emergency,20.8,6.0,7,5,61.5,multi_skilled,22.8,0.0,no,no,81.4,SUP-047,270.0,4.96,1.15,1.25,dimensional_out_of_spec,surface_finish,sampling_plan_ansi,no,no,no,no,99.973,97.4935,1522.7,2.46,254.7,86.3,30.5,8.0,639.5,1708.41,1928.66,35.67,0.0,8.92,200,9440.0,1896.92,45.1,41.6033
MFG-LINE-PLT-002-03,PLT-002,WC-028,SHF-PLT-002-20200918-1,2020-09-18,1,427.0,PRD-2020-SKU-07509,electronics_pcb,WO-2020-59841,assembly_line,highly_automated,10,u_shaped,Chennai_IN,electronics,45.8,43.7,55.859,2.793,49.05,119.31,55.8,60.47,0.05,WC-007,58.24,94.79,WC-010,0.0,585,420,419,1,0,1,64.39,82.38,0.7816,99.9261,420,1.1,3,-28.21,19.62,427.0,391.3,0.9164,0.7817,0.9976,0.7146,21.19,29.66,35.7,117.3,1,idling_minor_stops,good,performance_loss,0.0,0,35.7,0.0,3,142.3,11.9,17.2,no,0.0,28.6,0.0,7.1,0.0,0.0,no,emergency,13.3,6.0,4,3,72.5,semi_skilled,2.2,0.0,no,no,54.6,SUP-183,739.0,4.68,1.06,1.22,functional_failure,dimensional_out_of_spec,automated_vision,yes,no,no,no,99.9261,98.7876,445.4,1.063,88.9,44.1,,7.3,187.1,1323.63,2688.33,9.59,0.0,2.4,150,5355.0,1073.4,33.7,19.188
MFG-LINE-PLT-004-04,PLT-004,WC-032,SHF-PLT-004-20230322-1,2023-03-22,1,460.6,PRD-2023-SKU-05548,industrial_machinery,WO-2023-16635,chemical_process,manual,2,parallel,Chennai_IN,industrial,354.2,289.7,326.835,61.772,297.96,890.65,332.31,428.76,0.189,WC-002,324.83,90.35,WC-001,314.4,95,73,72,1,0,1,10.96,12.43,0.8817,99.7455,73,1.7,5,-23.16,1.56,460.6,399.7,0.8678,0.8817,0.9863,0.7547,24.14,31.99,60.9,9.8,1,setup_adjustment,good,availability_loss,0.0,0,60.9,0.0,2,230.3,30.5,51.6,yes,0.0,0.0,0.0,9.3,0.0,51.6,no,corrective,24.6,6.5,8,6,65.4,skilled,14.8,0.0,no,no,75.5,SUP-174,2545.0,4.3,0.93,0.97,dimensional_out_of_spec,assembly_error,100pct_manual,no,no,no,no,99.7455,97.7486,190.0,2.639,34.3,10.9,,8.2,79.8,2111.73,1711.45,93.9,0.0,23.48,100,6090.0,1241.48,48.5,148.3039
MFG-LINE-PLT-003-03,PLT-003,WC-007,SHF-PLT-003-20241229-1,2024-12-29,1,474.1,PRD-2024-SKU-08889,electronics_pcb,WO-2024-00733,chemical_process,highly_automated,3,job_shop,Chicago_US,electronics,11.0,9.6,10.54,0.527,9.88,31.51,10.42,11.41,0.05,WC-001,10.71,92.39,WC-002,0.0,2962,2192,2191,1,0,1,341.49,375.0,0.9106,99.9708,2192,1.2,4,-26.0,13.86,474.1,385.1,0.8123,0.9106,0.9995,0.7394,24.35,32.93,89.0,215.2,1,setup_adjustment,good,availability_loss,0.0,0,89.0,0.0,6,79.0,14.8,30.9,yes,37.0,11.9,40.0,0.0,0.0,0.0,no,preventive,16.8,7.9,21,20,69.0,skilled,1.2,0.2,no,no,64.4,SUP-038,292.0,4.94,1.15,1.22,functional_failure,dimensional_out_of_spec,automated_vision,yes,no,no,no,99.9708,99.5555,964.0,0.44,193.0,107.4,,8.9,404.9,3832.69,5875.17,9.06,0.0,2.27,150,13350.0,2672.27,35.3,13.4949
MFG-LINE-PLT-010-03,PLT-010,WC-033,SHF-PLT-010-20210730-1,2021-07-30,1,457.2,PRD-2021-SKU-07223,industrial_machinery,WO-2021-26233,packaging_line,semi_automated,10,transfer_line,Munich_DE,industrial,34.2,34.8,44.775,5.373,41.54,111.89,45.74,53.64,0.12,WC-010,48.14,97.75,WC-006,0.0,786,514,512,2,0,2,80.25,103.45,0.7757,99.761,514,4.8,18,-34.61,22.4,457.2,384.3,0.8406,0.7757,0.9961,0.6495,20.62,31.75,72.9,148.6,2,reduced_speed,average,performance_loss,0.0,0,72.9,0.0,6,76.2,12.1,16.9,no,23.8,16.3,9.9,6.9,0.0,16.1,no,emergency,29.1,5.8,4,3,69.9,semi_skilled,9.2,0.0,yes,no,69.9,SUP-130,2390.0,4.32,0.94,1.04,dimensional_out_of_spec,assembly_error,sampling_plan_ansi,no,no,no,no,99.761,97.447,664.1,1.297,164.0,54.3,,9.1,278.9,999.41,893.99,51.79,0.0,25.89,100,7290.0,1483.89,52.2,55.6904
MFG-LINE-PLT-003-01,PLT-003,WC-006,SHF-PLT-003-20240714-3,2024-07-14,3,448.0,PRD-2024-SKU-06308,electronics_pcb,WO-2024-91330,batch_process,highly_automated,12,flexible,Stuttgart_DE,electronics,21.2,20.5,25.034,1.252,22.43,44.99,25.24,27.1,0.05,WC-010,26.49,96.2,WC-006,0.0,1310,921,920,1,0,1,143.72,175.61,0.8184,99.9403,921,2.5,8,-29.69,15.4,448.0,403.6,0.9009,0.7797,0.9989,0.7017,21.83,31.11,44.4,260.2,1,reduced_speed,good,performance_loss,19.1,1,44.4,0.0,5,89.6,8.9,14.8,no,8.1,0.0,28.0,0.0,8.4,0.0,no,predictive,24.0,6.7,9,8,87.8,skilled,6.1,0.0,no,yes,67.7,SUP-169,597.0,4.74,1.08,1.21,functional_failure,dimensional_out_of_spec,automated_vision,yes,no,no,no,99.9403,99.02,769.1,0.836,145.9,59.2,,7.9,323.0,1920.27,2760.88,6.64,0.0,1.66,150,6660.0,1333.66,71.8,11.7354
MFG-LINE-PLT-006-01,PLT-006,WC-027,SHF-PLT-006-20210710-2,2021-07-10,2,447.4,PRD-2021-SKU-02144,food_beverage,WO-2021-09800,discrete_manufacturing,semi_automated,12,parallel,Milan_IT,food_bev,25.7,24.6,33.654,4.038,29.19,61.83,33.04,40.32,0.12,WC-010,35.65,96.29,WC-006,0.0,1088,619,617,2,0,2,106.92,146.34,0.7306,99.7663,619,1.6,6,-43.11,8.28,447.4,389.9,0.8715,0.651,0.9968,0.5655,17.57,31.07,57.5,331.9,2,idling_minor_stops,average,performance_loss,42.5,1,57.5,0.0,4,111.8,14.4,21.8,no,21.8,14.2,0.0,0.0,21.4,0.0,no,corrective,33.4,4.9,11,10,60.4,semi_skilled,3.0,0.0,no,yes,61.2,SUP-153,2337.0,4.33,0.94,1.05,contamination,labelling,sampling_plan_ansi,yes,no,no,no,99.7663,98.5222,132.0,0.214,28.4,16.1,,8.9,55.4,4015.49,4628.26,4.09,0.0,2.04,80,4600.0,922.04,62.1,18.1126
MFG-LINE-PLT-001-02,PLT-001,WC-045,SHF-PLT-001-20220709-3,2022-07-09,3,441.4,PRD-2022-SKU-08327,pharmaceutical,WO-2022-34224,fabrication,manual,5,transfer_line,Chicago_US,pharma,62.4,50.8,71.493,15.264,64.65,108.4,70.67,96.68,0.213,WC-003,80.68,99.9,WC-004,0.62,520,339,338,1,0,1,50.26,70.87,0.7092,99.8909,339,6.0,14,-34.81,2.87,441.4,441.4,1.0,0.6503,0.9971,0.6484,19.87,30.65,0.0,182.3,1,reduced_speed,average,performance_loss,36.7,1,0.0,0.0,0,441.4,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,no,predictive,22.7,5.5,19,16,66.8,semi_skilled,12.7,0.0,no,no,13.4,SUP-042,1091.0,4.56,1.02,1.09,contamination,labelling,100pct_manual,no,no,no,no,99.8909,97.2951,231.9,0.686,48.3,14.7,,9.1,97.4,5868.36,11982.8,22.21,0.0,5.55,300,0.0,5.55,35.1,75.0898
MFG-LINE-PLT-001-02,PLT-001,WC-044,SHF-PLT-001-20200103-3,2020-01-03,3,458.1,PRD-2020-SKU-03156,pharmaceutical,WO-2020-97148,fabrication,manual,5,transfer_line,Chicago_US,pharma,62.4,50.8,70.78,15.111,61.32,90.06,73.47,95.71,0.213,WC-001,82.92,99.9,WC-003,0.0,540,374,373,1,0,1,50.79,70.87,0.7167,99.9199,374,3.4,10,-30.74,9.77,458.1,441.8,0.9644,0.7167,0.9973,0.6893,21.93,31.82,16.3,147.8,1,reduced_speed,average,performance_loss,0.0,0,16.3,0.0,1,458.1,16.3,16.3,no,16.3,0.0,0.0,0.0,0.0,0.0,no,emergency,22.7,7.4,6,5,78.9,semi_skilled,2.5,0.0,no,no,36.7,SUP-071,801.0,4.66,1.05,1.18,contamination,labelling,100pct_manual,no,no,no,no,99.9199,97.2161,867.6,2.326,185.5,60.5,,6.9,364.4,814.86,1350.56,30.22,0.0,7.55,300,4890.0,985.55,33.7,36.1064
MFG-LINE-PLT-009-02,PLT-009,WC-006,SHF-PLT-009-20241011-2,2024-10-11,2,467.1,PRD-2024-SKU-01727,automotive_body,WO-2024-83037,hybrid,highly_automated,3,parallel,Stuttgart_DE,automotive,40.5,33.0,39.033,1.952,34.86,74.79,38.88,42.25,0.05,WC-003,40.45,94.2,WC-001,0.0,849,685,684,1,0,1,92.22,109.09,0.8454,99.9812,685,2.7,9,-19.32,5.17,467.1,445.7,0.9542,0.8454,0.9985,0.8055,26.13,32.43,21.4,125.3,1,reduced_speed,good,performance_loss,0.0,0,21.4,0.0,4,116.8,5.4,7.0,no,5.9,4.6,0.0,7.0,4.0,0.0,no,predictive,14.2,5.6,19,17,85.3,skilled,7.8,0.0,no,no,15.1,SUP-036,188.0,5.06,1.19,1.25,dimensional_out_of_spec,surface_finish,automated_vision,no,no,no,no,99.9812,98.2343,1202.5,1.758,239.9,160.5,24.1,8.6,505.0,6248.38,14943.37,45.78,0.0,11.45,200,4280.0,867.45,38.5,76.829
MFG-LINE-PLT-005-02,PLT-005,WC-042,SHF-PLT-005-20230901-1,2023-09-01,1,442.0,PRD-2023-SKU-03807,automotive_body,WO-2023-38183,machining_cell,cobotic,6,job_shop,Munich_DE,automotive,53.5,47.5,53.59,4.287,48.22,103.31,53.2,60.66,0.08,WC-004,55.82,94.68,WC-006,0.0,558,458,457,1,0,1,67.17,75.79,0.8863,99.99,458,0.3,0,-17.92,3.27,442.0,436.0,0.9864,0.8317,0.9978,0.8186,25.12,30.69,6.0,92.7,1,idling_minor_stops,good,performance_loss,26.9,1,6.0,0.0,1,442.0,6.0,6.0,no,0.0,0.0,0.0,6.0,0.0,0.0,no,corrective,1.3,7.5,22,19,73.4,skilled,12.4,0.0,no,no,58.7,SUP-016,78.0,5.28,1.26,1.36,dimensional_out_of_spec,surface_finish,automated_vision,yes,no,no,no,99.99,98.527,1589.9,3.479,320.3,208.2,31.8,7.2,667.8,6258.99,9943.56,36.79,0.0,9.2,200,1200.0,249.2,52.3,72.3247
MFG-LINE-PLT-004-02,PLT-004,WC-025,SHF-PLT-004-20210201-2,2021-02-01,2,478.3,PRD-2021-SKU-01356,industrial_machinery,WO-2021-82536,hybrid,manual,2,flexible,Nagoya_JP,industrial,244.9,225.0,266.491,50.367,228.92,571.9,296.83,349.6,0.189,WC-002,281.59,96.06,WC-001,250.49,127,107,106,1,0,1,13.42,16.0,0.8387,99.771,107,0.3,0,-15.75,1.48,445.0,445.0,1.0,0.9016,0.9907,0.8932,27.6,30.91,0.0,11.7,1,reduced_speed,world_class,performance_loss,0.0,0,0.0,33.3,0,478.3,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,yes,corrective,6.1,6.2,10,9,72.8,skilled,1.3,0.0,no,no,84.4,SUP-077,2290.0,4.34,0.95,1.0,dimensional_out_of_spec,assembly_error,100pct_manual,yes,no,no,no,99.771,99.7271,229.8,2.168,51.5,25.9,,8.6,96.5,2878.41,6263.53,45.71,0.0,11.43,100,0.0,11.43,50.3,132.3859
MFG-LINE-PLT-003-04,PLT-003,WC-045,SHF-PLT-003-20210109-1,2021-01-09,1,426.1,PRD-2021-SKU-01128,electronics_pcb,WO-2021-82325,discrete_manufacturing,highly_automated,8,serial,Seoul_KR,electronics,30.3,27.1,42.984,2.149,40.47,56.35,42.41,46.53,0.05,WC-008,44.02,93.1,WC-007,0.0,942,577,576,1,0,1,83.66,132.84,0.6298,99.8669,577,0.8,2,-38.75,7.37,426.1,413.8,0.9711,0.6297,0.9983,0.6105,18.07,29.59,12.3,339.3,1,reduced_speed,average,performance_loss,0.0,0,12.3,0.0,1,426.1,12.3,12.3,no,12.3,0.0,0.0,0.0,0.0,0.0,no,preventive,11.0,8.3,12,11,75.9,trainee,5.7,1.2,no,no,31.0,SUP-123,1331.0,4.5,1.0,1.13,functional_failure,dimensional_out_of_spec,automated_vision,no,no,no,no,99.8669,99.2736,294.3,0.511,77.1,38.6,,8.7,123.6,3952.99,8269.06,15.89,0.0,3.97,150,1845.0,372.97,36.1,37.1364
MFG-LINE-PLT-006-01,PLT-006,WC-045,SHF-PLT-006-20210821-2,2021-08-21,2,461.6,PRD-2021-SKU-09470,food_beverage,WO-2021-24217,discrete_manufacturing,semi_automated,12,parallel,Milan_IT,food_bev,25.7,24.6,34.035,4.084,30.12,51.63,32.93,40.77,0.12,WC-008,37.56,99.9,WC-010,0.0,1123,590,588,2,0,2,105.61,146.34,0.7217,99.7627,590,0.5,1,-47.46,8.49,461.6,401.1,0.8689,0.603,0.9966,0.5222,16.74,32.06,60.5,388.4,2,reduced_speed,average,performance_loss,65.9,2,60.5,0.0,3,153.9,20.2,24.9,no,36.2,0.0,0.0,0.0,0.0,24.3,no,predictive,33.4,4.6,11,9,65.5,semi_skilled,10.1,0.0,no,no,48.8,SUP-088,2373.0,4.32,0.94,1.03,contamination,labelling,sampling_plan_ansi,yes,no,no,no,99.7627,98.4467,118.2,0.201,26.4,6.9,,9.0,49.6,3063.5,3035.37,2.91,0.0,1.46,80,4840.0,969.46,65.5,13.2921
MFG-LINE-PLT-004-07,PLT-004,WC-029,SHF-PLT-004-20211028-1,2021-10-28,1,450.4,PRD-2021-SKU-05334,industrial_machinery,WO-2021-02436,batch_process,highly_automated,5,flexible,Stuttgart_DE,industrial,224.4,199.4,211.411,10.571,179.8,302.06,212.82,228.85,0.05,WC-003,216.99,93.31,WC-001,193.36,135,89,88,1,0,1,16.94,18.05,0.9385,99.9527,89,0.3,1,-34.07,1.3,450.4,357.5,0.7937,0.8274,0.9888,0.6493,20.31,31.28,92.9,18.6,1,setup_adjustment,average,availability_loss,42.3,2,92.9,0.0,7,64.3,13.3,26.1,no,58.9,0.0,8.5,0.0,8.7,16.8,no,corrective,22.9,6.6,11,9,94.3,multi_skilled,13.7,0.0,no,no,32.5,SUP-038,473.0,4.81,1.1,1.17,dimensional_out_of_spec,assembly_error,automated_vision,yes,no,no,no,99.9527,98.2661,316.4,3.596,56.7,45.7,,7.6,132.9,2229.09,4205.84,74.49,0.0,18.62,100,9290.0,1876.62,32.3,148.4607
MFG-LINE-PLT-005-02,PLT-005,WC-013,SHF-PLT-005-20230530-2,2023-05-30,2,442.8,PRD-2023-SKU-09068,automotive_body,WO-2023-81040,machining_cell,cobotic,6,job_shop,Munich_DE,automotive,53.5,47.5,57.388,4.591,51.92,138.25,57.32,64.96,0.08,WC-006,60.29,95.51,WC-003,0.0,559,408,407,1,0,1,62.61,75.79,0.8261,99.9793,408,0.5,1,-27.01,55.15,442.8,391.0,0.883,0.8261,0.9975,0.7277,22.38,30.75,51.8,85.9,1,reduced_speed,good,performance_loss,0.0,0,51.8,0.0,3,147.6,17.3,19.0,no,14.4,0.0,0.0,37.4,0.0,0.0,no,emergency,1.3,6.3,2,1,84.4,skilled,6.1,0.0,no,no,82.3,SUP-006,207.0,5.03,1.18,1.22,dimensional_out_of_spec,surface_finish,automated_vision,yes,no,no,no,99.9793,97.1108,1480.7,3.638,398.9,157.8,29.6,7.1,621.9,186.24,151.24,31.62,0.0,7.91,200,10360.0,2079.91,62.5,32.5269
MFG-LINE-PLT-005-06,PLT-005,WC-046,SHF-PLT-005-20230527-1,2023-05-27,1,420.4,PRD-2023-SKU-01203,automotive_body,WO-2023-60173,hybrid,highly_automated,10,parallel,Shenzhen_CN,automotive,73.7,75.0,97.48,4.874,88.7,200.77,98.32,105.52,0.05,WC-010,101.92,95.05,WC-004,49.48,336,201,200,1,0,1,36.75,48.0,0.7656,99.9642,201,3.2,7,-40.18,1.78,381.2,381.2,1.0,0.6591,0.995,0.6558,17.36,26.47,0.0,104.0,1,reduced_speed,average,performance_loss,92.2,3,0.0,39.2,0,420.4,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,yes,emergency,32.1,5.7,17,16,94.9,semi_skilled,5.8,0.0,no,no,66.2,SUP-069,358.0,4.88,1.13,1.19,dimensional_out_of_spec,surface_finish,automated_vision,yes,no,no,no,99.9642,98.9519,547.8,2.739,154.1,66.6,11.0,7.8,230.1,5966.09,11249.22,55.1,0.0,13.78,200,0.0,13.78,67.7,141.452
MFG-LINE-PLT-002-04,PLT-002,WC-040,SHF-PLT-002-20200507-2,2020-05-07,2,435.2,PRD-2020-SKU-05375,electronics_pcb,WO-2020-08095,machining_cell,manual,6,serial,Chennai_IN,electronics,16.2,14.1,19.257,4.111,17.51,38.59,20.71,26.04,0.213,WC-001,21.06,99.43,WC-004,0.0,1846,1089,1085,4,2,2,186.87,255.32,0.7319,99.7132,1091,0.9,3,-41.01,8.31,435.2,393.7,0.9046,0.65,0.9963,0.5859,17.71,30.22,41.5,586.3,4,reduced_speed,average,performance_loss,44.0,1,41.5,0.0,3,145.1,13.8,21.8,no,0.0,21.8,0.0,13.2,6.5,0.0,no,corrective,15.6,6.3,19,18,87.0,semi_skilled,2.2,0.0,no,no,73.6,SUP-092,2868.0,4.26,0.92,0.97,functional_failure,dimensional_out_of_spec,100pct_manual,no,no,no,no,99.7132,97.1559,1067.6,0.984,278.1,111.0,,7.5,448.4,5940.15,14042.72,26.71,53.42,13.36,150,6225.0,1311.78,62.3,45.2259
MFG-LINE-PLT-002-01,PLT-002,WC-021,SHF-PLT-002-20200104-2,2020-01-04,2,430.2,PRD-2020-SKU-09652,electronics_pcb,WO-2020-81812,batch_process,highly_automated,2,u_shaped,Detroit_US,electronics,43.4,38.1,50.031,2.502,45.82,101.12,49.91,54.16,0.05,WC-002,49.98,90.81,WC-001,0.0,676,418,417,1,0,1,71.91,94.49,0.761,99.9016,418,0.9,3,-38.17,7.27,430.2,348.7,0.8106,0.7611,0.9976,0.6154,18.39,29.88,81.5,131.2,1,idling_minor_stops,average,performance_loss,0.0,0,81.5,0.0,5,86.0,16.3,26.7,no,25.2,53.3,0.0,0.0,3.0,0.0,no,preventive,26.7,7.5,9,8,82.8,semi_skilled,8.4,0.0,no,no,81.1,SUP-195,984.0,4.6,1.03,1.04,functional_failure,dimensional_out_of_spec,automated_vision,yes,no,no,no,99.9016,98.1669,356.5,0.855,83.7,47.9,,7.9,149.7,3142.29,5661.03,24.44,0.0,6.11,150,12225.0,2451.11,61.0,45.6097
MFG-LINE-PLT-010-04,PLT-010,WC-034,SHF-PLT-010-20200730-3,2020-07-30,3,421.7,PRD-2020-SKU-08245,industrial_machinery,WO-2020-23510,packaging_line,semi_automated,8,serial,Seoul_KR,industrial,298.9,264.3,316.46,37.975,297.95,535.7,313.18,379.12,0.12,WC-003,376.19,99.9,WC-006,302.84,95,66,65,1,0,1,11.27,13.62,0.8275,99.8305,66,1.8,5,-30.53,0.49,421.7,351.2,0.8328,0.8278,0.9848,0.6789,19.88,29.29,70.5,13.7,1,idling_minor_stops,average,performance_loss,0.0,0,70.5,0.0,4,105.4,17.6,35.0,yes,27.1,35.0,0.0,8.4,0.0,0.0,no,emergency,14.7,6.2,22,19,65.4,multi_skilled,11.9,0.0,no,no,12.3,SUP-138,1695.0,4.43,0.98,1.06,dimensional_out_of_spec,assembly_error,sampling_plan_ansi,yes,no,no,no,99.8305,98.1871,200.3,3.082,39.3,20.6,,7.9,84.1,2791.35,3956.63,104.07,0.0,26.02,100,7050.0,1436.02,73.9,209.4862
MFG-LINE-PLT-007-01,PLT-007,WC-004,SHF-PLT-007-20240607-2,2024-06-07,2,425.3,PRD-2024-SKU-06352,industrial_machinery,WO-2024-20676,hybrid,lights_out,15,u_shaped,Milan_IT,industrial,177.7,170.1,201.608,6.048,174.11,556.76,201.9,211.59,0.03,WC-008,208.21,93.88,WC-009,180.45,149,69,68,1,0,1,17.67,21.16,0.8351,99.9029,69,1.2,3,-53.69,0.96,425.3,331.5,0.7795,0.5901,0.9855,0.4533,13.39,29.54,93.8,47.9,1,reduced_speed,poor,performance_loss,97.2,3,93.8,0.0,4,106.3,23.5,68.8,yes,85.4,0.0,0.0,0.0,8.4,0.0,no,emergency,27.1,5.8,11,10,85.9,skilled,5.5,0.0,no,yes,14.5,SUP-081,971.0,4.6,1.03,1.04,dimensional_out_of_spec,assembly_error,automated_vision,no,no,no,no,99.9029,98.1323,219.0,3.22,50.0,13.9,,7.9,92.0,2166.76,2199.69,39.44,0.0,9.86,100,9380.0,1885.86,51.3,104.2325
