line_id,shift_date,shift_number,takt_time_seconds,designed_cycle_time_seconds,actual_cycle_time_avg_seconds,throughput_rate_actual_uph,throughput_rate_design_uph,output_variance_pct,takt_uph,throughput_vs_takt_gap
MFG-LINE-PLT-001-02,2022-04-10,1,62.4,50.8,64.258,55.93,70.87,-32.55,57.69230769230769,-1.7623076923076937
MFG-LINE-PLT-005-02,2024-02-13,1,53.5,47.5,53.716,66.99,75.79,-13.73,67.28971962616822,-0.2997196261682262
MFG-LINE-PLT-008-01,2024-10-07,3,138.1,113.9,141.664,25.11,31.61,-70.92,26.06806661839247,-0.958066618392472
MFG-LINE-PLT-010-04,2022-04-07,3,298.9,264.3,369.722,9.65,13.62,-30.21,12.04416192706591,-2.394161927065909
MFG-LINE-PLT-009-01,2024-02-19,2,63.4,62.8,76.032,47.31,57.32,-28.29,56.782334384858046,-9.472334384858044
MFG-LINE-PLT-002-02,2021-08-06,2,14.0,12.8,15.004,239.9,281.25,-18.19,257.14285714285717,-17.24285714285716
MFG-LINE-PLT-005-02,2020-02-09,3,53.5,47.5,57.803,62.24,75.79,-23.16,67.28971962616822,-5.049719626168219
MFG-LINE-PLT-006-01,2022-09-07,2,25.7,24.6,27.586,130.41,146.34,-40.46,140.07782101167317,-9.667821011673169
MFG-LINE-PLT-004-04,2022-06-12,1,354.2,289.7,331.391,10.76,12.43,-33.67,10.163749294184077,0.5962507058159225
MFG-LINE-PLT-002-03,2023-02-26,1,45.8,43.7,48.938,73.46,82.38,-21.46,78.60262008733625,-5.142620087336255
MFG-LINE-PLT-005-02,2023-04-14,2,53.5,47.5,62.168,57.77,75.79,-41.3,67.28971962616822,-9.519719626168218
MFG-LINE-PLT-010-04,2021-03-05,2,298.9,264.3,353.226,10.11,13.62,-32.69,12.04416192706591,-1.9341619270659098
MFG-LINE-PLT-005-05,2024-06-18,2,59.9,61.0,71.568,50.16,59.02,-34.64,60.10016694490818,-9.940166944908185
MFG-LINE-PLT-005-05,2022-01-01,3,59.9,61.0,109.693,32.82,59.02,-49.57,60.10016694490818,-27.28016694490818
MFG-LINE-PLT-001-02,2023-07-14,1,62.4,50.8,54.25,66.21,70.87,-23.79,57.69230769230769,8.5176923076923
MFG-LINE-PLT-005-05,2021-02-11,2,59.9,61.0,70.574,50.96,59.02,-32.64,60.10016694490818,-9.14016694490818
MFG-LINE-PLT-010-03,2023-03-02,1,34.2,34.8,45.353,79.35,103.45,-36.06,105.26315789473684,-25.91315789473684
MFG-LINE-PLT-008-01,2022-04-30,1,138.1,113.9,118.705,30.27,31.61,-24.78,26.06806661839247,4.201933381607528
MFG-LINE-PLT-010-03,2021-12-26,1,34.2,34.8,37.118,96.89,103.45,-6.17,105.26315789473684,-8.373157894736835
MFG-LINE-PLT-003-01,2022-06-09,2,21.2,20.5,28.617,125.77,175.61,-40.48,169.81132075471697,-44.04132075471698
MFG-LINE-PLT-005-03,2024-07-13,1,62.1,56.6,67.049,53.69,63.6,-27.45,57.971014492753625,-4.281014492753627
MFG-LINE-PLT-003-04,2022-09-29,2,30.3,27.1,35.389,101.7,132.84,-44.43,118.8118811881188,-17.1118811881188
MFG-LINE-PLT-004-02,2022-12-15,2,244.9,225.0,305.859,11.66,16.0,-40.0,14.699877501020824,-3.0398775010208237
MFG-LINE-PLT-002-04,2024-07-18,1,16.2,14.1,23.514,152.89,255.32,-76.72,222.22222222222223,-69.33222222222224
MFG-LINE-PLT-002-03,2020-07-18,2,45.8,43.7,51.912,69.32,82.38,-48.03,78.60262008733625,-9.282620087336255
MFG-LINE-PLT-004-01,2021-05-08,2,224.5,209.4,276.802,12.86,17.19,-53.73,16.035634743875278,-3.1756347438752783
MFG-LINE-PLT-010-03,2022-06-07,1,34.2,34.8,45.484,78.97,103.45,-46.9,105.26315789473684,-26.293157894736837
MFG-LINE-PLT-008-01,2021-11-28,2,138.1,113.9,155.313,23.18,31.61,-52.7,26.06806661839247,-2.8880666183924717
MFG-LINE-PLT-007-01,2021-09-30,1,177.7,170.1,189.133,18.91,21.16,-19.63,20.258863252673045,-1.3488632526730449
MFG-LINE-PLT-010-02,2021-05-28,3,328.4,290.9,369.331,9.71,12.38,-22.68,10.962241169305726,-1.2522411693057247
MFG-LINE-PLT-001-02,2021-03-18,1,62.4,50.8,65.458,54.96,70.87,-27.27,57.69230769230769,-2.7323076923076925
MFG-LINE-PLT-001-02,2020-03-25,2,62.4,50.8,59.729,60.15,70.87,-40.99,57.69230769230769,2.457692307692305
MFG-LINE-PLT-004-04,2020-04-14,1,354.2,289.7,369.194,9.61,12.43,-35.96,10.163749294184077,-0.5537492941840778
MFG-LINE-PLT-001-02,2024-01-30,1,62.4,50.8,66.828,53.87,70.87,-40.27,57.69230769230769,-3.822307692307696
MFG-LINE-PLT-005-01,2022-06-23,1,33.7,34.4,43.766,82.16,104.65,-45.59,106.82492581602374,-24.66492581602374
MFG-LINE-PLT-002-03,2020-08-23,3,45.8,43.7,78.397,45.88,82.38,-45.57,78.60262008733625,-32.722620087336246
MFG-LINE-PLT-001-01,2022-08-03,1,25.4,20.4,22.653,158.84,176.47,-16.36,141.73228346456693,17.10771653543307
MFG-LINE-PLT-010-04,2024-08-31,1,298.9,264.3,277.033,12.88,13.62,-20.2,12.04416192706591,0.8358380729340915
MFG-LINE-PLT-004-05,2020-07-03,2,156.1,151.3,178.665,19.98,23.79,-38.29,23.062139654067906,-3.0821396540679054
MFG-LINE-PLT-004-06,2021-11-25,2,126.5,112.6,125.819,28.57,31.97,-20.95,28.458498023715414,0.11150197628458614
MFG-LINE-PLT-004-03,2024-11-23,1,138.3,132.9,172.644,20.82,27.09,-34.88,26.030368763557483,-5.210368763557483
MFG-LINE-PLT-007-02,2020-05-30,2,238.3,231.6,277.448,12.85,15.54,-31.71,15.107007973143096,-2.2570079731430965
MFG-LINE-PLT-004-05,2024-06-01,2,156.1,151.3,169.268,21.23,23.79,-28.49,23.062139654067906,-1.8321396540679054
MFG-LINE-PLT-002-04,2021-10-03,1,16.2,14.1,15.889,226.53,255.32,-28.8,222.22222222222223,4.307777777777773
MFG-LINE-PLT-005-02,2023-04-16,3,53.5,47.5,64.619,55.65,75.79,-43.0,67.28971962616822,-11.639719626168223
MFG-LINE-PLT-005-01,2024-08-03,1,33.7,34.4,36.402,98.83,104.65,-21.11,106.82492581602374,-7.994925816023738
MFG-LINE-PLT-008-01,2020-12-16,2,138.1,113.9,138.719,25.92,31.61,-27.35,26.06806661839247,-0.1480666183924697
MFG-LINE-PLT-005-02,2020-04-27,2,53.5,47.5,55.099,65.22,75.79,-36.79,67.28971962616822,-2.0697196261682222
MFG-LINE-PLT-006-01,2023-10-11,3,25.7,24.6,31.153,115.4,146.34,-39.53,140.07782101167317,-24.67782101167316
MFG-LINE-PLT-007-01,2024-07-21,1,177.7,170.1,192.429,18.63,21.16,-22.42,20.258863252673045,-1.628863252673046
MFG-LINE-PLT-004-06,2024-07-10,3,126.5,112.6,203.748,17.53,31.97,-59.66,28.458498023715414,-10.928498023715413
MFG-LINE-PLT-005-06,2023-07-25,2,73.7,75.0,89.589,40.17,48.0,-17.7,48.846675712347356,-8.676675712347354
MFG-LINE-PLT-004-06,2023-11-20,2,126.5,112.6,121.241,29.59,31.97,-13.28,28.458498023715414,1.1315019762845857
MFG-LINE-PLT-003-05,2023-04-24,2,39.9,39.1,51.57,69.75,92.07,-49.31,90.22556390977444,-20.475563909774436
MFG-LINE-PLT-007-02,2021-03-01,2,238.3,231.6,314.537,11.4,15.54,-39.66,15.107007973143096,-3.707007973143096
MFG-LINE-PLT-001-01,2024-04-13,2,25.4,20.4,23.833,150.96,176.47,-20.68,141.73228346456693,9.227716535433075
MFG-LINE-PLT-010-01,2023-03-26,3,267.8,279.7,351.175,10.16,12.87,-46.08,13.44286781179985,-3.28286781179985
MFG-LINE-PLT-009-01,2020-05-03,3,63.4,62.8,75.658,47.43,57.32,-29.95,56.782334384858046,-9.352334384858047
MFG-LINE-PLT-010-04,2021-11-27,2,298.9,264.3,310.218,11.55,13.62,-27.72,12.04416192706591,-0.49416192706590856
MFG-LINE-PLT-004-02,2020-02-13,2,244.9,225.0,267.908,13.31,16.0,-20.17,14.699877501020824,-1.3898775010208233
MFG-LINE-PLT-001-01,2022-02-19,2,25.4,20.4,22.826,157.63,176.47,-23.83,141.73228346456693,15.897716535433062
MFG-LINE-PLT-003-01,2024-08-15,2,21.2,20.5,27.444,131.02,175.61,-76.61,169.81132075471697,-38.79132075471696
MFG-LINE-PLT-009-02,2020-12-04,3,40.5,33.0,58.76,61.18,109.09,-55.11,88.88888888888889,-27.708888888888886
MFG-LINE-PLT-002-01,2023-10-04,1,43.4,38.1,43.56,82.4,94.49,-48.95,82.94930875576037,-0.5493087557603644
MFG-LINE-PLT-006-01,2020-10-12,1,25.7,24.6,32.152,111.93,146.34,-38.42,140.07782101167317,-28.14782101167316
MFG-LINE-PLT-010-02,2022-08-23,1,328.4,290.9,377.852,9.45,12.38,-25.29,10.962241169305726,-1.5122411693057263
MFG-LINE-PLT-004-06,2024-08-04,2,126.5,112.6,152.996,23.47,31.97,-40.89,28.458498023715414,-4.988498023715415
MFG-LINE-PLT-007-01,2024-03-30,1,177.7,170.1,192.24,18.58,21.16,-35.71,20.258863252673045,-1.6788632526730467
MFG-LINE-PLT-008-02,2023-12-11,2,36.9,38.7,46.981,76.52,93.02,-22.82,97.5609756097561,-21.040975609756103
MFG-LINE-PLT-004-03,2021-12-26,1,138.3,132.9,148.229,24.12,27.09,-49.77,26.030368763557483,-1.9103687635574822
MFG-LINE-PLT-009-01,2024-05-17,1,63.4,62.8,65.595,54.7,57.32,-48.68,56.782334384858046,-2.0823343848580436
MFG-LINE-PLT-004-06,2024-07-04,1,126.5,112.6,177.602,20.1,31.97,-51.12,28.458498023715414,-8.358498023715413
MFG-LINE-PLT-010-03,2022-02-08,1,34.2,34.8,56.687,63.45,103.45,-49.66,105.26315789473684,-41.81315789473683
MFG-LINE-PLT-009-02,2020-11-06,3,40.5,33.0,41.157,87.37,109.09,-25.0,88.88888888888889,-1.5188888888888812
MFG-LINE-PLT-010-04,2023-11-25,3,298.9,264.3,296.042,12.07,13.62,-15.62,12.04416192706591,0.025838072934091016
MFG-LINE-PLT-003-01,2023-09-23,2,21.2,20.5,27.642,130.04,175.61,-56.39,169.81132075471697,-39.77132075471698
MFG-LINE-PLT-004-06,2021-06-22,1,126.5,112.6,142.536,25.22,31.97,-32.24,28.458498023715414,-3.2384980237154153
MFG-LINE-PLT-003-02,2024-07-13,1,42.0,36.5,47.418,75.85,98.63,-57.12,85.71428571428571,-9.864285714285714
MFG-LINE-PLT-003-02,2020-09-13,2,42.0,36.5,42.214,85.13,98.63,-34.33,85.71428571428571,-0.5842857142857127
MFG-LINE-PLT-006-01,2020-09-03,2,25.7,24.6,33.687,106.81,146.34,-36.99,140.07782101167317,-33.26782101167316
MFG-LINE-PLT-001-02,2020-08-21,1,62.4,50.8,54.763,65.62,70.87,-21.09,57.69230769230769,7.927692307692311
MFG-LINE-PLT-004-07,2022-03-31,1,224.4,199.4,206.006,17.44,18.05,-27.66,16.0427807486631,1.3972192513368995
MFG-LINE-PLT-003-01,2021-01-19,2,21.2,20.5,24.326,147.95,175.61,-23.64,169.81132075471697,-21.861320754716985
MFG-LINE-PLT-005-04,2021-09-28,2,51.5,46.6,62.443,57.53,77.25,-59.46,69.90291262135922,-12.37291262135922
MFG-LINE-PLT-010-04,2022-01-21,2,298.9,264.3,358.03,9.94,13.62,-27.08,12.04416192706591,-2.1041619270659098
MFG-LINE-PLT-004-04,2023-02-18,1,354.2,289.7,373.531,9.51,12.43,-28.89,10.163749294184077,-0.6537492941840775
MFG-LINE-PLT-003-02,2022-10-29,2,42.0,36.5,43.773,82.18,98.63,-31.28,85.71428571428571,-3.5342857142857014
MFG-LINE-PLT-002-04,2021-06-25,3,16.2,14.1,15.968,225.43,255.32,-11.63,222.22222222222223,3.2077777777777783
MFG-LINE-PLT-005-05,2022-04-27,2,59.9,61.0,81.782,43.98,59.02,-28.18,60.10016694490818,-16.120166944908185
MFG-LINE-PLT-004-07,2020-01-02,3,224.4,199.4,248.411,14.36,18.05,-40.85,16.0427807486631,-1.6827807486631023
MFG-LINE-PLT-003-01,2022-12-21,1,21.2,20.5,26.718,134.51,175.61,-57.1,169.81132075471697,-35.30132075471698
MFG-LINE-PLT-005-01,2023-12-25,1,33.7,34.4,45.049,79.89,104.65,-33.13,106.82492581602374,-26.934925816023735
MFG-LINE-PLT-007-01,2024-09-19,2,177.7,170.1,201.84,17.81,21.16,-25.64,20.258863252673045,-2.4488632526730463
MFG-LINE-PLT-001-01,2023-09-01,2,25.4,20.4,24.325,147.8,176.47,-44.7,141.73228346456693,6.067716535433078
MFG-LINE-PLT-004-06,2023-03-19,1,126.5,112.6,143.903,24.94,31.97,-36.86,28.458498023715414,-3.518498023715413
MFG-LINE-PLT-002-01,2023-02-06,3,43.4,38.1,44.481,80.91,94.49,-28.59,82.94930875576037,-2.0393087557603735
MFG-LINE-PLT-008-01,2023-07-02,1,138.1,113.9,129.941,27.61,31.61,-15.52,26.06806661839247,1.541933381607528
MFG-LINE-PLT-009-01,2021-06-23,1,63.4,62.8,70.309,51.13,57.32,-23.13,56.782334384858046,-5.652334384858044
MFG-LINE-PLT-003-03,2022-04-15,2,11.0,9.6,10.749,334.75,375.0,-33.6,327.27272727272725,7.477272727272748
MFG-LINE-PLT-002-02,2021-06-08,3,14.0,12.8,15.383,233.96,281.25,-22.38,257.14285714285717,-23.18285714285716
MFG-LINE-PLT-002-03,2022-09-10,3,45.8,43.7,79.058,45.51,82.38,-74.74,78.60262008733625,-33.09262008733625
MFG-LINE-PLT-004-02,2020-10-30,3,244.9,225.0,276.945,12.94,16.0,-20.16,14.699877501020824,-1.7598775010208243
MFG-LINE-PLT-010-03,2022-09-19,1,34.2,34.8,57.174,62.94,103.45,-45.37,105.26315789473684,-42.32315789473684
MFG-LINE-PLT-004-04,2021-12-10,3,354.2,289.7,326.77,10.93,12.43,-25.29,10.163749294184077,0.7662507058159225
MFG-LINE-PLT-003-03,2020-08-27,1,11.0,9.6,10.923,329.5,375.0,-14.68,327.27272727272725,2.227272727272748
MFG-LINE-PLT-003-02,2023-04-23,3,42.0,36.5,52.167,68.95,98.63,-33.43,85.71428571428571,-16.764285714285705
MFG-LINE-PLT-010-04,2023-02-06,1,298.9,264.3,435.276,8.21,13.62,-46.94,12.04416192706591,-3.8341619270659084
MFG-LINE-PLT-001-02,2020-04-19,2,62.4,50.8,58.616,61.36,70.87,-13.36,57.69230769230769,3.667692307692306
MFG-LINE-PLT-004-03,2023-12-13,1,138.3,132.9,167.635,21.39,27.09,-26.13,26.030368763557483,-4.640368763557483
MFG-LINE-PLT-001-02,2020-07-04,1,62.4,50.8,57.915,62.09,70.87,-19.92,57.69230769230769,4.39769230769231
MFG-LINE-PLT-009-02,2024-02-13,1,40.5,33.0,41.619,86.36,109.09,-30.41,88.88888888888889,-2.5288888888888863
MFG-LINE-PLT-004-02,2022-02-14,2,244.9,225.0,265.381,13.47,16.0,-15.2,14.699877501020824,-1.2298775010208232
MFG-LINE-PLT-004-05,2020-09-30,2,156.1,151.3,177.491,20.27,23.79,-28.02,23.062139654067906,-2.792139654067906
MFG-LINE-PLT-006-02,2024-02-14,1,6.4,6.6,7.189,500.72,545.45,-52.16,562.5,-61.77999999999997
MFG-LINE-PLT-004-07,2024-04-14,2,224.4,199.4,236.244,15.19,18.05,-32.06,16.0427807486631,-0.8527807486631023
MFG-LINE-PLT-010-02,2024-12-08,1,328.4,290.9,305.054,11.68,12.38,-25.51,10.962241169305726,0.7177588306942742
MFG-LINE-PLT-008-01,2021-08-10,1,138.1,113.9,117.396,30.49,31.61,-36.95,26.06806661839247,4.421933381607527
MFG-LINE-PLT-004-05,2022-07-31,3,156.1,151.3,186.927,19.12,23.79,-47.7,23.062139654067906,-3.942139654067905
MFG-LINE-PLT-001-02,2020-10-03,2,62.4,50.8,69.723,51.61,70.87,-29.06,57.69230769230769,-6.082307692307694
MFG-LINE-PLT-004-01,2021-11-15,3,224.5,209.4,240.192,14.85,17.19,-34.31,16.035634743875278,-1.1856347438752781
MFG-LINE-PLT-005-06,2022-05-30,2,73.7,75.0,91.864,39.04,48.0,-34.42,48.846675712347356,-9.806675712347356
MFG-LINE-PLT-010-02,2023-10-21,3,328.4,290.9,516.883,6.75,12.38,-79.55,10.962241169305726,-4.212241169305726
MFG-LINE-PLT-007-01,2024-11-09,1,177.7,170.1,177.139,20.21,21.16,-30.86,20.258863252673045,-0.048863252673044144
MFG-LINE-PLT-005-01,2022-08-31,3,33.7,34.4,49.313,72.92,104.65,-54.26,106.82492581602374,-33.904925816023734
MFG-LINE-PLT-004-05,2022-06-12,1,156.1,151.3,194.498,18.35,23.79,-42.25,23.062139654067906,-4.712139654067904
MFG-LINE-PLT-007-01,2024-09-05,1,177.7,170.1,194.322,18.5,21.16,-25.81,20.258863252673045,-1.758863252673045
MFG-LINE-PLT-004-03,2022-10-10,1,138.3,132.9,136.751,26.32,27.09,-41.97,26.030368763557483,0.2896312364425171
MFG-LINE-PLT-002-02,2020-12-26,1,14.0,12.8,16.174,222.57,281.25,-38.73,257.14285714285717,-34.572857142857174
MFG-LINE-PLT-003-05,2023-09-03,2,39.9,39.1,42.861,83.9,92.07,-18.87,90.22556390977444,-6.325563909774431
MFG-LINE-PLT-002-02,2020-12-24,1,14.0,12.8,13.481,266.92,281.25,-18.02,257.14285714285717,9.777142857142849
MFG-LINE-PLT-010-01,2022-07-08,3,267.8,279.7,319.679,11.23,12.87,-14.85,13.44286781179985,-2.2128678117998497
MFG-LINE-PLT-003-04,2020-07-25,2,30.3,27.1,32.266,111.55,132.84,-30.08,118.8118811881188,-7.261881188118807
MFG-LINE-PLT-002-01,2024-07-09,1,43.4,38.1,48.811,73.53,94.49,-55.66,82.94930875576037,-9.419308755760369
MFG-LINE-PLT-010-02,2023-12-12,2,328.4,290.9,403.401,8.81,12.38,-35.16,10.962241169305726,-2.152241169305725
MFG-LINE-PLT-004-04,2021-12-02,1,354.2,289.7,290.758,12.26,12.43,-3.03,10.163749294184077,2.0962507058159225
MFG-LINE-PLT-005-03,2024-02-09,2,62.1,56.6,68.871,52.14,63.6,-47.96,57.971014492753625,-5.831014492753624
MFG-LINE-PLT-005-02,2024-06-06,3,53.5,47.5,55.461,64.78,75.79,-16.4,67.28971962616822,-2.50971962616822
MFG-LINE-PLT-005-01,2021-06-14,1,33.7,34.4,38.965,92.3,104.65,-34.77,106.82492581602374,-14.524925816023739
MFG-LINE-PLT-002-04,2023-02-19,2,16.2,14.1,16.718,215.23,255.32,-59.99,222.22222222222223,-6.992222222222239
MFG-LINE-PLT-005-04,2022-06-30,1,51.5,46.6,53.432,67.24,77.25,-36.74,69.90291262135922,-2.662912621359226
MFG-LINE-PLT-005-03,2023-08-08,3,62.1,56.6,71.475,50.35,63.6,-39.74,57.971014492753625,-7.621014492753623
MFG-LINE-PLT-004-03,2020-03-16,1,138.3,132.9,149.433,23.92,27.09,-65.52,26.030368763557483,-2.1103687635574815
MFG-LINE-PLT-005-01,2023-10-04,1,33.7,34.4,37.42,96.07,104.65,-33.64,106.82492581602374,-10.754925816023743
MFG-LINE-PLT-002-04,2022-12-19,2,16.2,14.1,16.684,215.75,255.32,-29.61,222.22222222222223,-6.4722222222222285
MFG-LINE-PLT-002-04,2021-11-09,1,16.2,14.1,14.611,246.32,255.32,-9.67,222.22222222222223,24.097777777777765
MFG-LINE-PLT-004-05,2022-11-26,3,156.1,151.3,183.003,19.57,23.79,-27.98,23.062139654067906,-3.4921396540679055
MFG-LINE-PLT-005-03,2022-06-28,1,62.1,56.6,73.644,48.71,63.6,-54.47,57.971014492753625,-9.261014492753624
MFG-LINE-PLT-010-03,2020-07-20,2,34.2,34.8,48.301,74.53,103.45,-43.66,105.26315789473684,-30.733157894736834
MFG-LINE-PLT-002-01,2021-06-25,1,43.4,38.1,61.546,58.32,94.49,-54.66,82.94930875576037,-24.62930875576037
MFG-LINE-PLT-006-01,2022-08-22,1,25.7,24.6,25.99,138.46,146.34,-23.79,140.07782101167317,-1.6178210116731577
MFG-LINE-PLT-007-01,2022-09-26,1,177.7,170.1,180.432,19.85,21.16,-11.31,20.258863252673045,-0.4088632526730436
MFG-LINE-PLT-005-02,2023-05-10,1,53.5,47.5,52.916,67.94,75.79,-45.33,67.28971962616822,0.6502803738317766
MFG-LINE-PLT-008-01,2022-01-14,1,138.1,113.9,126.79,28.39,31.61,-17.86,26.06806661839247,2.321933381607529
MFG-LINE-PLT-002-01,2024-04-02,2,43.4,38.1,65.466,54.8,94.49,-87.6,82.94930875576037,-28.149308755760373
MFG-LINE-PLT-003-05,2020-04-15,3,39.9,39.1,48.82,73.52,92.07,-57.21,90.22556390977444,-16.70556390977444
MFG-LINE-PLT-004-06,2021-06-24,1,126.5,112.6,176.824,20.28,31.97,-39.6,28.458498023715414,-8.178498023715413
MFG-LINE-PLT-001-01,2024-04-18,3,25.4,20.4,37.645,95.6,176.47,-48.65,141.73228346456693,-46.13228346456694
MFG-LINE-PLT-005-01,2022-07-18,1,33.7,34.4,55.257,65.14,104.65,-59.14,106.82492581602374,-41.684925816023735
MFG-LINE-PLT-004-02,2024-09-20,1,244.9,225.0,242.083,14.74,16.0,-14.04,14.699877501020824,0.04012249897917641
MFG-LINE-PLT-005-05,2020-07-17,1,59.9,61.0,63.931,56.16,59.02,-14.78,60.10016694490818,-3.940166944908185
MFG-LINE-PLT-003-05,2022-07-12,1,39.9,39.1,43.489,82.71,92.07,-14.08,90.22556390977444,-7.515563909774443
MFG-LINE-PLT-010-04,2020-12-18,1,298.9,264.3,301.406,11.87,13.62,-28.28,12.04416192706591,-0.17416192706591005
MFG-LINE-PLT-004-03,2020-11-03,1,138.3,132.9,171.161,20.92,27.09,-44.0,26.030368763557483,-5.1103687635574815
MFG-LINE-PLT-006-02,2021-08-25,2,6.4,6.6,7.835,459.44,545.45,-32.82,562.5,-103.06
MFG-LINE-PLT-005-03,2024-12-25,1,62.1,56.6,57.907,62.14,63.6,-13.43,57.971014492753625,4.168985507246376
MFG-LINE-PLT-004-04,2021-07-16,1,354.2,289.7,454.398,7.77,12.43,-48.91,10.163749294184077,-2.3937492941840777
MFG-LINE-PLT-010-03,2020-10-04,1,34.2,34.8,44.985,79.98,103.45,-34.71,105.26315789473684,-25.28315789473683
MFG-LINE-PLT-005-04,2022-12-11,1,51.5,46.6,60.458,59.49,77.25,-33.5,69.90291262135922,-10.412912621359219
MFG-LINE-PLT-003-04,2022-05-20,1,30.3,27.1,28.235,127.46,132.84,-6.16,118.8118811881188,8.64811881188119
MFG-LINE-PLT-003-04,2022-09-05,1,30.3,27.1,30.638,117.4,132.84,-26.46,118.8118811881188,-1.411881188118798
MFG-LINE-PLT-004-05,2020-03-07,1,156.1,151.3,196.481,18.31,23.79,-23.81,23.062139654067906,-4.752139654067907
MFG-LINE-PLT-002-01,2022-08-19,1,43.4,38.1,49.958,72.01,94.49,-42.7,82.94930875576037,-10.939308755760365
MFG-LINE-PLT-004-02,2022-03-28,1,244.9,225.0,256.409,13.98,16.0,-23.14,14.699877501020824,-0.7198775010208234
MFG-LINE-PLT-004-03,2024-10-05,1,138.3,132.9,137.154,26.07,27.09,-30.57,26.030368763557483,0.03963123644251709
MFG-LINE-PLT-003-03,2022-08-16,2,11.0,9.6,12.82,280.79,375.0,-47.27,327.27272727272725,-46.48272727272723
MFG-LINE-PLT-007-02,2023-06-21,2,238.3,231.6,404.834,8.88,15.54,-62.5,15.107007973143096,-6.227007973143095
MFG-LINE-PLT-004-07,2023-07-13,2,224.4,199.4,229.181,15.59,18.05,-34.11,16.0427807486631,-0.4527807486631019
MFG-LINE-PLT-005-01,2021-08-14,1,33.7,34.4,44.661,80.51,104.65,-35.45,106.82492581602374,-26.31492581602373
MFG-LINE-PLT-005-05,2021-10-24,1,59.9,61.0,67.614,53.18,59.02,-18.01,60.10016694490818,-6.920166944908182
MFG-LINE-PLT-010-03,2024-06-24,1,34.2,34.8,45.897,78.31,103.45,-78.18,105.26315789473684,-26.953157894736833
MFG-LINE-PLT-005-03,2020-09-19,1,62.1,56.6,58.962,60.57,63.6,-75.62,57.971014492753625,2.5989855072463754
MFG-LINE-PLT-005-04,2022-08-06,1,51.5,46.6,52.278,68.72,77.25,-22.46,69.90291262135922,-1.1829126213592218
MFG-LINE-PLT-004-05,2023-08-03,2,156.1,151.3,262.399,13.67,23.79,-46.41,23.062139654067906,-9.392139654067906
MFG-LINE-PLT-005-04,2022-02-19,3,51.5,46.6,57.81,62.16,77.25,-28.95,69.90291262135922,-7.742912621359224
MFG-LINE-PLT-007-02,2021-05-25,3,238.3,231.6,297.392,11.98,15.54,-29.75,15.107007973143096,-3.1270079731430958
MFG-LINE-PLT-007-02,2024-06-06,2,238.3,231.6,396.314,8.98,15.54,-42.98,15.107007973143096,-6.127007973143096
MFG-LINE-PLT-010-04,2020-02-03,2,298.9,264.3,359.998,9.98,13.62,-45.37,12.04416192706591,-2.064161927065909
MFG-LINE-PLT-008-02,2020-05-18,2,36.9,38.7,45.441,79.1,93.02,-19.48,97.5609756097561,-18.460975609756105
MFG-LINE-PLT-003-02,2023-04-10,2,42.0,36.5,48.749,73.85,98.63,-49.93,85.71428571428571,-11.864285714285714
MFG-LINE-PLT-004-05,2022-05-19,2,156.1,151.3,164.931,21.81,23.79,-8.06,23.062139654067906,-1.252139654067907
MFG-LINE-PLT-010-03,2020-06-26,3,34.2,34.8,49.723,72.38,103.45,-30.63,105.26315789473684,-32.88315789473684
MFG-LINE-PLT-005-03,2024-05-08,3,62.1,56.6,80.43,44.64,63.6,-54.83,57.971014492753625,-13.331014492753624
MFG-LINE-PLT-004-05,2021-03-17,2,156.1,151.3,203.969,17.53,23.79,-27.43,23.062139654067906,-5.532139654067905
MFG-LINE-PLT-003-04,2021-09-29,2,30.3,27.1,33.224,108.2,132.84,-42.46,118.8118811881188,-10.6118811881188
MFG-LINE-PLT-005-05,2022-08-11,3,59.9,61.0,75.257,47.74,59.02,-62.68,60.10016694490818,-12.36016694490818
MFG-LINE-PLT-003-05,2024-01-03,1,39.9,39.1,43.636,82.48,92.07,-20.83,90.22556390977444,-7.745563909774432
MFG-LINE-PLT-005-02,2022-05-25,2,53.5,47.5,54.467,66.09,75.79,-43.62,67.28971962616822,-1.1997196261682177
MFG-LINE-PLT-003-03,2024-06-24,2,11.0,9.6,11.574,310.95,375.0,-24.66,327.27272727272725,-16.322727272727263
MFG-LINE-PLT-004-07,2021-05-25,1,224.4,199.4,212.707,16.92,18.05,-20.47,16.0427807486631,0.8772192513368999
MFG-LINE-PLT-004-05,2022-02-26,2,156.1,151.3,178.091,20.15,23.79,-24.7,23.062139654067906,-2.912139654067907
MFG-LINE-PLT-005-05,2024-12-14,1,59.9,61.0,64.852,55.45,59.02,-10.94,60.10016694490818,-4.650166944908179
MFG-LINE-PLT-010-03,2020-10-09,3,34.2,34.8,62.177,57.89,103.45,-57.55,105.26315789473684,-47.373157894736835
MFG-LINE-PLT-002-02,2020-07-11,2,14.0,12.8,14.156,254.2,281.25,-14.14,257.14285714285717,-2.9428571428571786
MFG-LINE-PLT-005-04,2023-09-23,3,51.5,46.6,59.543,60.34,77.25,-29.16,69.90291262135922,-9.562912621359217
MFG-LINE-PLT-010-03,2022-11-10,2,34.2,34.8,42.123,85.38,103.45,-31.75,105.26315789473684,-19.88315789473684
MFG-LINE-PLT-002-01,2022-03-18,1,43.4,38.1,48.981,73.38,94.49,-44.69,82.94930875576037,-9.569308755760375
MFG-LINE-PLT-004-07,2023-05-06,1,224.4,199.4,219.681,16.28,18.05,-20.98,16.0427807486631,0.23721925133689936
